post_body,retweets,likes,comments,views,timestamp,n_words,post_eval,category
Un hombre que no se alimenta de sus sueños envejece pronto...,,2.0,,18,2024-05-02T17:24:27.000Z,0,"la explicación del post es imparcial y no contiene elementos de hate speech. el post es una frase motivadora y positiva que busca inspirar a las personas a perseguir sus objetivos y metas. la expresión ""un hombre que no se alimenta de sus sueños envejece pronto"" puede ser interpretada como una advertencia para no dejar pasar el tiempo sin hacer realidad sus sueños y metas, y no como un ataque o discriminación hacia una persona o grupo en particular. en general, el post no contiene elementos discriminatorios, ofensivos o incitantes al odio, por lo que no se considera hate speech.",no hate
Ese hombre es un orgullo nacional.,3.0,27.0,3.0,4 mil,2024-05-07T21:47:44.000Z,0,"el post es un ejemplo de un comentario positivo y no contiene elementos de hate speech. en este contexto, el término ""orgullo nacional"" se refiere a una expresión de admiración y respeto hacia una persona, en este caso, un hombre. no hay palabras o frases que inciten al odio, la discriminación o la violencia hacia una persona o grupo en particular.",no hate
La cara del hombre que viene con sangre en los ojos …,,,,79,2024-05-06T01:31:18.000Z,no hay palabras ofensivas en este post.,"la explicación del post es imposible sin más contexto. sin embargo, puedo analizar el contenido del post y hacer una suposición. el post parece ser una frase incompleta que sugiere la idea de alguien que se acerca con expresiones agresivas o violentas, lo que podría ser interpretado como una amenaza o un insulto. sin embargo, sin más contexto, no puedo determinar si se trata de hate speech o no.",hate
Una lástima .. Un hombre muy trabajador.. Buen amigo.. Tal como dices.. José.,1.0,2.0,,98,2024-05-07T17:09:05.000Z,0,"la explicación del post es imparcial y no contiene elementos de hate speech. el post parece ser un mensaje de condolencia o despedida hacia una persona llamada josé, describiendo sus virtudes como trabajador y amigo. la lengua utilizada es respetuosa y no contiene expresiones discriminatorias, insultos o amenazas hacia la persona en cuestión.",no hate
"PIENSO QUE NO SE PUEDE APOYAR A QUIENES PRTENDEN TORCER LA IDENTIDAD BIOLÓGICA DEL HOMBRE, LA MUJER, ADOLECENTES Y NIÑOS, O CAMBIAR EL TÉRMINO DE MUJER A ""PERSONA MENSTRUANTE"", DESMEJORANDO EL VALOR DE LA MUJER. 
LITERAL. Página 8, Artículo 12.   https://juandiegovasquez.com/wp-content/uploads/2021/03/Anteproyecto-de-Ley.-Gestion-Mestrual.pdf…",4.0,8.0,,188,2024-05-02T20:46:09.000Z,no se detectan palabras ofensivas en el post proporcionado.,"la explicación del post es un fragmento de un texto más amplio que se refiere a un anteproyecto de ley sobre gestión menstrual en colombia. en este contexto, el autor del post está expresando su opinión sobre el uso del término ""persona menstruante"" en lugar de ""mujer"" para describir a las personas que menstrúan, argumentando que esto puede desvalorizar la identidad biológica de la mujer. el autor también se refiere a la importancia de respetar la identidad biológica de los hombres, mujeres, adolescentes y niños.

en este sentido, el post no contiene elementos de hate speech, ya que no se dirige a un grupo específico con el fin de insultarlos o promover la discriminación. en lugar de eso, se trata de un debate sobre la terminología y la identidad, que puede ser considerado como un ejemplo de discurso político o ideológico. sin embargo, es importante destacar que la interpretación del contenido puede variar dependiendo del contexto y la perspectiva individual.",hate
"Si, lo ví y fue muy bueno, pero ha nadie le importa el nombre del 2° hombre que piso la luna (Buzz Aldrin).",3.0,6.0,,1 mil,2024-05-02T02:22:08.000Z,0,"la explicación del post es que no se trata de hate speech. el mensaje parece ser una observación o una reflexión sobre la falta de reconocimiento hacia buzz aldrin, el segundo hombre en pisar la luna, en comparación con neil armstrong, el primer hombre en pisar la luna. el tono del post es más bien neutro y no contiene lenguaje discriminatorio, injurioso o que promueva la discriminación hacia cualquier grupo o individuo.",no hate
"Yo quiero darle un fuerte aplauso al CM de Lombana, ese hombre a mujer ha sido la persona que más ha trabajado, porque ha tenido que responder cada tweet en donde etiquetan al futuro presidente de Panamá

Acuérdense, gancho al 9",2.0,28.0,,573,2024-05-04T15:30:38.000Z,0,"la explicación del post es neutral y no contiene elementos de hate speech. el autor del post parece estar expresando aprecio y reconocimiento hacia el conductor de campaña (cm) de lombana, quien ha respondido a tweets que lo etiquetan como futuro presidente de panamá. el lenguaje utilizado es respetuoso y no contiene insultos, amenazas, o contenido discriminatorio. el post parece ser un comentario político positivo, sin contenido ofensivo ni discriminatorio.",no hate
"Si el hombre desea conocer el verdadero propósito de la vida, debe vivir por algo que sea superior a sí mismo.

#TodosSomosUno",,3.0,1.0,383,2024-05-03T14:25:06.000Z,0,"la explicación del post es una reflexión filosófica sobre el propósito de la vida, que se centra en la idea de que el hombre debe encontrar algo que supere su propia importancia para encontrar significado y propósito. la frase ""todossomosuno"" al final del post puede ser interpretada como un llamado a la unión y la solidaridad entre las personas. en general, el post no contiene elementos de hate speech, ya que no contiene palabras o expresiones discriminatorias, hostiles o que promuevan la violencia contra cualquier grupo o individuo.",no hate
"Las personas en los niveles más altos de estudios hoy en día están tan propagandizadas desde la universidad con la neolengua y el pensamiento trivial que no pueden recordar lo básico. Un hombre NO es una mujer, el CO2 ES alimento vegetal y el socialismo NUNCA ha funcionado",11.0,22.0,5.0,636,2024-05-03T10:18:50.000Z,"no, mujer, co2, socialismo","el post en cuestión contiene elementos que pueden ser considerados como hate speech. el lenguaje utilizado es discriminatorio y despectivo hacia personas que identifican como mujeres, y también contiene afirmaciones falsas y desinformadas sobre el co2 y el socialismo. el tono del texto es agresivo y despectivo, y se utiliza el lenguaje para denigrar y ridiculizar a las personas que no comparten la opinión del autor. además, el post no solo expresa una opinión contraria, sino que también utiliza un lenguaje que puede ser considerado como discriminatorio y ofensivo.",hate
El hombre que sacó a los dinosaurios de su extinción,,1.0,,5,2024-05-03T03:23:14.000Z,0,"el post ""el hombre que sacó a los dinosaurios de su extinción"" no es un ejemplo de hate speech. la mención a un ""hombre"" en este contexto no tiene connotaciones discriminatorias ni de odio hacia una persona o grupo de personas en función de su raza, género, religión, etc. además, la referencia a la extinción de los dinosaurios es un tema científico y no contiene contenido discriminatorio o de odio.",no hate
"José Raúl Mulino
Experiencia
Liderazgo
Caracter
Un hombre de familia
Interiorano
Señor Presidente Panamá está con usted!
7",5.0,12.0,5.0,675,2024-05-02T14:57:34.000Z,0,"la explicación del post es que no contiene elementos de hate speech. el post parece ser un mensaje de apoyo y solidaridad hacia el presidente de panamá, josé raúl mulino, y no contiene lenguaje discriminatorio, racista, sexista, homófobo, transfofóbico, ni cualquier otro tipo de lenguaje que promueva la discriminación o la exclusión. el tono es positivo y respetuoso, y no hay evidencia de que intente generar odio o desprecio hacia cualquier grupo o individuo.",no hate
"Theodore Roosevelt:

“Ningún hombre está por encima de la ley y ningún hombre está por debajo de ella: ni le pedimos permiso a nadie cuando le pedimos que la obedezca” *

*En #Panamá aplican restricciones, añado yo.",8.0,17.0,2.0,961,2024-05-05T15:43:12.000Z,0,"la explicación del post es neutral y no contiene elementos de hate speech. el texto citado es una cita de theodore roosevelt, un líder político estadounidense, que enfatiza la importancia de la igualdad ante la ley y la obligación de cumplir con ella. el contexto es una reflexión sobre la justicia y la igualdad, y no contiene palabras o frases que promuevan la discriminación, la intolerancia o el odio hacia un grupo determinado.",no hate
"Mami lleva al carro al taller yo te lo lavo

Ahhhhhhhhh me encantaaaaas hombre q resuelve",,1.0,1.0,89,2024-05-04T04:44:18.000Z,0,"la explicación del post es que no contiene elementos de hate speech. el texto parece ser una conversación familiar y afectuosa entre una madre y un hijo, en la que la madre le pide ayuda para llevar el carro al taller y el hijo se muestra dispuesto a ayudar. la respuesta del hijo es una expresión de entusiasmo y afecto hacia la madre, lo que sugiere un contexto positivo y respetuoso. no hay palabras o expresiones que promuevan odio, discriminación o violencia hacia nadie.",no hate
"Este man no es real, que pereza de hombre cuando es q lo sacan??
Isabella mejor q juegue sola, es más inteligente que ellos.",1.0,1.0,,71,2024-05-01T02:58:01.000Z,0,"el post en cuestión puede ser clasificado como hate speech debido a la presencia de contenido discriminatorio y despectivo hacia un individuo, en este caso, un hombre. la frase ""este man no es real, que pereza de hombre cuando es q lo sacan"" contiene un lenguaje ofensivo y despectivo, que puede ser interpretado como un ataque personal y discriminatorio hacia el hombre en cuestión, basado en su género. además, la segunda parte del post, ""isabella mejor q juegue sola, es más inteligente que ellos"", puede ser vista como una forma de ridiculizar y menospreciar a los hombres en general, lo que también es un ejemplo de hate speech.",no hate
